8878,SEATTLE VETERINARY ASSOC PS,Corporation,NORTHWEST VETERINARY HOSPITAL,541940,Veterinary Services,NULL,NULL,07/01/2008 12:00:00 AM,"SEATTLE, WA 98103-6763",2012,98103
9011,JWT SPECIALIZED COMMUNICATIONS INC,Corporation,JWT INSIDE,541810,Advertising Agencies,846,Advertising Agencies,11/27/1972 12:00:00 AM,"SEATTLE, WA 98101-3275",2012,98101
9640,CBRE INC,Corporation,CBRE INC,531210,Offices of Real Estate Agents and Brokers,NULL,NULL,12/31/2006 12:00:00 AM,"SEATTLE, WA 98121-2158",2012,98121
9640,CBRE INC,Corporation,CBRE INC,531210,Offices of Real Estate Agents and Brokers,812,Real Estate Agents and Managers,01/01/1987 12:00:00 AM,"SEATTLE, WA 98101-2613",2012,98101
10370,ENGINEERS NORTHWEST PS,Corporation,ENGINEERS NORTHWEST PS,541330,Engineering Services,961,Engineering Services,01/01/1974 12:00:00 AM,"SEATTLE, WA 98115-2024",2012,98115
11251,GERLER & SON INC,Corporation,ONLINESHOES.COM,448210,Shoe Stores,NULL,NULL,09/01/2005 12:00:00 AM,"SEATTLE, WA 98101-1481",2012,98101
11798,CITY UNIVERSITY,Corporation,WASHINGTON ACADEMY OF LANGUAGES,611310,"Colleges, Universities, and Professional Schools",NULL,NULL,01/01/2012 12:00:00 AM,"SEATTLE, WA 98109-1652",2012,98109
12056,NEIGHBORHOOD HOUSE INC,Corporation,NEIGHBORHOOD HOUSE HIGH POINT CENTER,999999,Nonclassifiable Establishments,991,Nonclassifiable Establishments,01/01/1983 12:00:00 AM,"SEATTLE, WA 98126-4220",2012,98126
12056,NEIGHBORHOOD HOUSE INC,Corporation,NEIGHBORHOOD HOUSE LEE HOUSE,624190,Other Individual and Family Services,NULL,NULL,09/17/2007 12:00:00 AM,"SEATTLE, WA 98118-3769",2012,98118
12126,SEATTLE CHILDRENS HOSPITAL,Corporation,SEATTLE CHILDRENS AUTISM CENTER,622110,General Medical and Surgical Hospitals,NULL,NULL,08/01/2009 12:00:00 AM,"SEATTLE, WA 98105-4107",2012,98105
12126,SEATTLE CHILDRENS HOSPITAL,Corporation,SEATTLE CHILDRENS DENTAL SURGERY CENTER,622110,General Medical and Surgical Hospitals,NULL,NULL,10/01/2010 12:00:00 AM,"SEATTLE, WA 98115-8158",2012,98115
12126,SEATTLE CHILDRENS HOSPITAL,Corporation,SEATTLE CHILDRENS HOSPITAL MET PARK WEST,622110,General Medical and Surgical Hospitals,NULL,NULL,12/01/2004 12:00:00 AM,"SEATTLE, WA 98101-1835",2012,98101
12126,SEATTLE CHILDRENS HOSPITAL,Corporation,SEATTLE CHILDRENS RESEARCH INSTITUTE,622110,General Medical and Surgical Hospitals,NULL,NULL,10/01/2006 12:00:00 AM,"SEATTLE, WA 98101-1309",2012,98101
12126,SEATTLE CHILDRENS HOSPITAL,Corporation,SEATTLE CHILDRENS WEST 8TH BUILDING,621511,Medical Laboratories,NULL,NULL,01/01/2011 12:00:00 AM,"SEATTLE, WA 98121-2615",2012,98121
12303,JOHN F THRONE & CO,Corporation,INSURANCE MARKETING INC,524210,Insurance Agencies and Brokerages,805,"Insurance Agents, Brokers, and Service",10/01/1975 12:00:00 AM,"SEATTLE, WA 98101-2341",2012,98101
12624,SCHREIBER ROGER C,Sole Proprietor,SCHREIBER ROGER C,541922,Commercial Photography,854,Commercial Photography,05/01/1976 12:00:00 AM,"SEATTLE, WA 98119-3542",2012,98119
12821,SIMPSON & SIMPSON,Partnership,SIMPSON & SIMPSON,236115,New Single-Family Housing Construction (except Operative Builders),90,General Contractors-Single-Family Houses,07/01/1976 12:00:00 AM,"SEATTLE, WA 98116-4401",2012,98116
13263,JOHNSON BRUCE,Sole Proprietor,ROWLAND STUDIO,541921,"Photography Studios, Portrait",839,"Photographic Studios, Portrait",09/01/1976 12:00:00 AM,"SEATTLE, WA 98115-6635",2012,98115
13654,KANEV KENNETH E,Sole Proprietor,KANEV KENNETH E,541110,Offices of Lawyers,938,Legal Services,03/01/1977 12:00:00 AM,"SEATTLE, WA 98154-1003",2012,98154
13667,THE DILETTANTE INC,Corporation,DILETTANTE MOCHA CAFE,722213,Snack and Nonalcoholic Beverage Bars,NULL,NULL,11/15/2009 12:00:00 AM,"SEATTLE, WA 98101-3311",2012,98101
13998,HANSEN PATRICIA L,Sole Proprietor,HANSEN DESIGN COMPANY,541430,Graphic Design Services,855,Commercial Art and Graphic Design,01/01/2011 12:00:00 AM,"SEATTLE, WA 98133-7408",2012,98133
14419,PLANNED PARENTHOOD OF THE GREAT NORTHWEST,Corporation,PLANNED PARENTHOOD OF THE GREAT NORTHWEST,621410,Family Planning Centers,NULL,NULL,12/01/2010 12:00:00 AM,"SEATTLE, WA 98133-9018",2012,98133
15285,DENISE LOUIE EDUCATION CENTER,Corporation,DENISE LOUIE EDUCATION CENTER,624410,Child Day Care Services,NULL,NULL,05/04/2012 12:00:00 AM,"SEATTLE, WA 98108-2866",2012,98108
15531,RAAEN G LEE,Sole Proprietor,RAAEN G LEE,541110,Offices of Lawyers,938,Legal Services,07/17/1978 12:00:00 AM,"SEATTLE, WA 98119-4923",2012,98119
15843,SEATTLE PACIFIC REALTY INC,Corporation,SEATTLE PACIFIC REALTY INC,531210,Offices of Real Estate Agents and Brokers,812,Real Estate Agents and Managers,09/07/1978 12:00:00 AM,"SEATTLE, WA 98101-3314",2012,98101
16275,RANDALL PRISCILLA,Sole Proprietor,LOLLY & COMPANY,423920,Toy and Hobby Goods and Supplies Merchant Wholesalers,673,Toys and Hobby Goods and Supplies,11/01/1978 12:00:00 AM,"SEATTLE, WA 98108-3212",2012,98108
16820,DRW INC,Corporation,D WEATHERFORD ANTIQUES-INTERIORS,453310,Used Merchandise Stores,752,Used Merchandise Stores,05/01/1979 12:00:00 AM,"SEATTLE, WA 98108-2617",2012,98108
17048,BECKWITH & KUFFEL INC,Corporation,BECKWITH & KUFFEL INC,423830,Industrial Machinery and Equipment Merchant Wholesalers,668,Industrial Machinery and Equipment,06/01/1979 12:00:00 AM,"SEATTLE, WA 98108-5011",2012,98108
17258,TOMKINS D MICHAEL,Sole Proprietor,D MICHAEL TOMKINS INC PS,541110,Offices of Lawyers,938,Legal Services,07/01/1979 12:00:00 AM,"SEATTLE, WA 98133-6872",2012,98133
17319,SCHWEITZER DELL A DP M,Sole Proprietor,WEST SEATTLE FOOT & ANKLE CLINIC,621391,Offices of Podiatrists,924,Offices and Clinics of Podiatrists,09/01/1979 12:00:00 AM,"SEATTLE, WA 98116-2936",2012,98116
17696,BANNERWORKS INC,Corporation,KORYN ROLSTAD STUDIOS,812990,All Other Personal Services,877,"Business Services, Not Elsewhere Classified",09/01/1978 12:00:00 AM,"SEATTLE, WA 98121-1369",2012,98121
17707,MCLAUGHLIN JAN M,Sole Proprietor,J'AMBRY,812990,All Other Personal Services,877,"Business Services, Not Elsewhere Classified",10/01/1979 12:00:00 AM,"SEATTLE, WA 98121-3027",2012,98121
17837,PIERRIS LOIS,Sole Proprietor,PHOTOMONDO,541921,"Photography Studios, Portrait",748,Eating Places,09/01/2011 12:00:00 AM,"SEATTLE, WA 98103-5351",2012,98103
18255,ROBERT J WAYNE PS,Corporation,ROBERT J WAYNE PS,541110,Offices of Lawyers,938,Legal Services,11/15/1979 12:00:00 AM,"SEATTLE, WA 98119-4204",2012,98119
18557,MEDRECS COPYING SVC INC,Corporation,MEDRECS COPYING SVC INC,812990,All Other Personal Services,877,"Business Services, Not Elsewhere Classified",02/20/1980 12:00:00 AM,"SEATTLE, WA 98101-3312",2012,98101
18562,LA FOLLETTE DESIGNS INC,Corporation,LA FOLLETTE DESIGNS INC,999999,Nonclassifiable Establishments,991,Nonclassifiable Establishments,04/01/1980 12:00:00 AM,"SEATTLE, WA 98121-1824",2012,98121
18732,TEREX UTILITIES INC,Corporation,TEREX UTILITIES INC,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,666,Construction and Mining (Except Petroleum) Machinery and Equipment,01/01/1980 12:00:00 AM,"SEATTLE, WA 98108-4908",2012,98108
20365,SUSAN K OKAMOTO INC,Corporation,SUSAN K OKAMOTO INC,812990,All Other Personal Services,877,"Business Services, Not Elsewhere Classified",10/21/1980 12:00:00 AM,"SEATTLE, WA 98136-2744",2012,98136
20402,OKAWA STEPHEN H,Sole Proprietor,RE DESIGN,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),772,"Miscellaneous Retail Stores, Not Elsewhere Classified",10/01/1980 12:00:00 AM,"SEATTLE, WA 98105-6703",2012,98105
21396,ART WOLFE INC,Corporation,ART WOLFE INC,541430,Graphic Design Services,855,Commercial Art and Graphic Design,01/01/1981 12:00:00 AM,"SEATTLE, WA 98104-2804",2012,98104
21428,WATSON WYATT & CO,Corporation,TOWERS WATSON DELAWARE INC,999999,Nonclassifiable Establishments,991,Nonclassifiable Establishments,04/13/1981 12:00:00 AM,"SEATTLE, WA 98101-1176",2012,98101
22314,THE AXELROD COMPANY,Corporation,THE AXELROD COMPANY,531210,Offices of Real Estate Agents and Brokers,812,Real Estate Agents and Managers,06/01/1981 12:00:00 AM,"SEATTLE, WA 98104-1350",2012,98104
22777,SYSTEM HEATNG & AC CO INC,Corporation,SYSTEM HEATNG & AC CO INC,238220,"Plumbing, Heating, and Air-Conditioning Contractors",99,"Plumbing, Heating and Air-Conditioning",01/01/1981 12:00:00 AM,"SEATTLE, WA 98108-2747",2012,98108
23307,ALASKA FRESH SEAFOODS INC,Corporation,ALASKA FRESH SEAFOODS INC,424460,Fish and Seafood Merchant Wholesalers,690,Fish and Seafoods,10/01/1978 12:00:00 AM,"SEATTLE, WA 98199-1250",2012,98199
23490,ROLL KAREN M,Sole Proprietor,THE WATCHWORKS,811490,Other Personal and Household Goods Repair and Maintenance,895,"Watch, Clock, and Jewelry Repair",04/20/1981 12:00:00 AM,"SEATTLE, WA 98101-1264",2012,98101
24531,HASSON LAIBLE & CO PS,Corporation,HASSON LAIBLE & CO PS,541219,Other Accounting Services,964,"Accounting, Auditing, and Bookkeeping Services",01/01/1982 12:00:00 AM,"SEATTLE, WA 98102-3062",2012,98102
24739,STEAMER VIRGINIA V FOUNDATION INC,Corporation,THE STEAMER VIRGINIA V FOUNDATION,483212,Inland Water Passenger Transportation,599,"Water Transportation of Passengers, Not Elsewhere Classified",10/01/1980 12:00:00 AM,"SEATTLE, WA 98109-4445",2012,98109
26525,THE RECYCLING DEPOT INC,Corporation,THE RECYCLING DEPOT,423930,Recyclable Material Merchant Wholesalers,NULL,NULL,04/01/2011 12:00:00 AM,"SEATTLE, WA 98108-2612",2012,98108
27011,ANDERSON ROBIN C,Sole Proprietor,JOYSTERS INTERNATIONAL,523930,Investment Advice,795,Investment Advice,01/12/1988 12:00:00 AM,"SEATTLE, WA 98106-1227",2012,98106
28061,WMS FINANCIAL PLANNERS INC,Corporation,WMS FINANCIAL PLANNERS INC,523930,Investment Advice,795,Investment Advice,01/01/1983 12:00:00 AM,"SEATTLE, WA 98109-4452",2012,98109
28609,NORTHWEST GALLERY OF FINE WOODWORKING INC,Corporation,NORTHWEST WOODWORKERS GALLERY,453220,"Gift, Novelty, and Souvenir Stores",759,"Gift, Novelty, and Souvenir Shops",01/01/1983 12:00:00 AM,"SEATTLE, WA 98121-2102",2012,98121
29022,COMPLETE AUTOMOTIVE INC,Corporation,COMPLETE AUTOMOTIVE,441310,Automotive Parts and Accessories Stores,726,Auto and Home Supply Stores,04/01/1983 12:00:00 AM,"SEATTLE, WA 98109-5131",2012,98109
31858,COMMON GROUND,Corporation,COMMON GROUND,541990,"All Other Professional, Scientific, and Technical Services",975,"Services, Not Elsewhere Classified",01/01/1980 12:00:00 AM,"SEATTLE, WA 98104-2888",2012,98104
33222,FULKS JERRY,Sole Proprietor,FULKS,531312,Nonresidential Property Managers,90,General Contractors-Single-Family Houses,05/01/2012 12:00:00 AM,"SEATTLE, WA 98122-3916",2012,98122
33423,FASTRAX INC,Corporation,FASTRAX INC,812990,All Other Personal Services,877,"Business Services, Not Elsewhere Classified",07/01/1983 12:00:00 AM,"SEATTLE, WA 98199-1201",2012,98199
33653,WOOD WALLACE E,Sole Proprietor,WALLACE EDWARD GEM DESIGN,423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",675,"Jewelry, Watches, Precious Stones, and Precious Metals",01/01/2012 12:00:00 AM,"SEATTLE, WA 98101-2217",2012,98101
33732,UNIVERSITY OF WASHINGTON,Corporation/Nonprofit,CONSOLIDATED LAUNDRY ASSOCIATION,812331,Linen Supply,NULL,NULL,01/05/2011 12:00:00 AM,"SEATTLE, WA 98144-6002",2012,98144
33732,UNIVERSITY OF WASHINGTON,Corporation/Nonprofit,EYES ON JAMES,446130,Optical Goods Stores,NULL,NULL,07/27/2009 12:00:00 AM,"SEATTLE, WA 98104-2433",2012,98104
33732,UNIVERSITY OF WASHINGTON,Corporation/Nonprofit,WELLNESS GIFT SHOP I,453220,"Gift, Novelty, and Souvenir Stores",NULL,NULL,07/01/2009 12:00:00 AM,"SEATTLE, WA 98104-2420",2012,98104
33955,EASTLAND PRESS INC,Corporation,EASTLAND PRESS,424920,"Book, Periodical, and Newspaper Merchant Wholesalers",704,"Books, Periodicals, and Newspapers",10/01/1983 12:00:00 AM,"SEATTLE, WA 98199-1247",2012,98199
36109,RODRIGUEZ DAMON C,Sole Proprietor,CLEAR DAY CO,236115,New Single-Family Housing Construction (except Operative Builders),90,General Contractors-Single-Family Houses,09/02/2010 12:00:00 AM,"SEATTLE, WA 98136-1833",2012,98136
36136,PEIZER RICHARDS & ZIONTZ PS INC,Corporation,PEIZER & ZIONTZ PS,541110,Offices of Lawyers,938,Legal Services,01/01/1984 12:00:00 AM,"SEATTLE, WA 98104-1813",2012,98104
36197,VIPPERMAN CAROL F,Sole Proprietor,CAROL VIPPERMAN,541611,Administrative Management and General Management Consulting Services,970,Management Consulting Services,08/01/2011 12:00:00 AM,"SEATTLE, WA 98109-3452",2012,98109
36287,BAEK KWANG H,Sole Proprietor,KWANG H BAEK ARCHITECT,541310,Architectural Services,962,Architectural Services,01/01/1984 12:00:00 AM,"SEATTLE, WA 98125-4619",2012,98125
36298,RIGGINS STEPHEN,Sole Proprietor,THE VETERAN ADVISOR,621399,Offices of All Other Miscellaneous Health Practitioners,925,"Offices and Clinics of Health Practitioners, Not Elsewhere Classified",01/01/1984 12:00:00 AM,"SEATTLE, WA 98105-4762",2012,98105
36431,THE MARKET FOUNDATION,Corporation,PIKE PLACE MARKET FOUNDATION,813319,Other Social Advocacy Organizations,951,"Social Services, Not Elsewhere Classified",01/01/1983 12:00:00 AM,"SEATTLE, WA 98101-2166",2012,98101
36582,PAVEMENT CONSULTANTS INC,Corporation,PAVEMENT CONSULTANTS INC,541330,Engineering Services,961,Engineering Services,12/16/1983 12:00:00 AM,"SEATTLE, WA 98115-6339",2012,98115
36620,NAC INC,Corporation,NAC ARCHITECTURE,541310,Architectural Services,962,Architectural Services,07/01/1983 12:00:00 AM,"SEATTLE, WA 98121-3131",2012,98121
37427,JAMES M NEFF PS,Corporation,JAMES M NEFF PS,541110,Offices of Lawyers,938,Legal Services,02/01/1984 12:00:00 AM,"SEATTLE, WA 98115-5738",2012,98115
37772,PARENTING PRESS INC,Corporation,PARENTING PRESS INC,511130,Book Publishers,272,"Books: Publishing, or Publishing and Printing",12/01/1984 12:00:00 AM,"SEATTLE, WA 98125-8612",2012,98125
38043,BUSILACCHI LUCIANO,Sole Proprietor,B & B IMPORT,423220,Home Furnishing Merchant Wholesalers,645,Home furnishings,04/01/1984 12:00:00 AM,"SEATTLE, WA 98105-2918",2012,98105
38193,BURTON & BURTON,Partnership,BURTON & BURTON,541110,Offices of Lawyers,938,Legal Services,01/01/1984 12:00:00 AM,"SEATTLE, WA 98101-3303",2012,98101
38825,KRAFFT & KRAFFT,Partnership,KRAFFT & KRAFFT,541310,Architectural Services,962,Architectural Services,04/01/1984 12:00:00 AM,"SEATTLE, WA 98199-3322",2012,98199
39210,COMMONWEALTH PROPERTIES INC,Corporation,COMMONWEALTH PROPERTIES INC,531210,Offices of Real Estate Agents and Brokers,812,Real Estate Agents and Managers,05/17/1983 12:00:00 AM,"SEATTLE, WA 98112-3257",2012,98112
39669,LAURELHURST AFTER SCHOOL ENRICHMENT ROOMS,Corporation,SAND POINT LASER,624410,Child Day Care Services,NULL,NULL,09/07/2011 12:00:00 AM,"SEATTLE, WA 98115-7944",2012,98115
41933,NOONAN ENTERPRISES INC,Corporation,THE CHAPEL GALLERY,812210,Funeral Homes and Funeral Services,843,Funeral Service and Crematories,05/11/1984 12:00:00 AM,"SEATTLE, WA 98126-2394",2012,98126
41991,GERLITZ ADVERTISING INC,Corporation,GERLITZ ADVERTISING INC,541810,Advertising Agencies,846,Advertising Agencies,05/01/1984 12:00:00 AM,"SEATTLE, WA 98116-4879",2012,98116
43047,CHESNUTIS EDWARD J,Sole Proprietor,EDWARD J CHESNUTIS DPM,621399,Offices of All Other Miscellaneous Health Practitioners,925,"Offices and Clinics of Health Practitioners, Not Elsewhere Classified",02/11/1998 12:00:00 AM,"SEATTLE, WA 98115-6800",2012,98115
45547,DAWSON RUSSELL H,Sole Proprietor,ATTORNEY AT LAW,541110,Offices of Lawyers,938,Legal Services,01/08/1985 12:00:00 AM,"SEATTLE, WA 98101-3303",2012,98101
45744,HORTON DOUGLAS B,Sole Proprietor,D & D FINANCIAL SERVICES,524210,Insurance Agencies and Brokerages,805,"Insurance Agents, Brokers, and Service",01/01/1986 12:00:00 AM,"SEATTLE, WA 98177-4218",2012,98177
46010,MOSES MARY K,Sole Proprietor,CARLYLE COMPANY,423220,Home Furnishing Merchant Wholesalers,645,Home furnishings,02/01/1985 12:00:00 AM,"SEATTLE, WA 98101-4516",2012,98101
47569,SELLING POINT INDUSTRIES INC,Corporation,SELLING POINT INDUSTRIES INC,238990,All Other Specialty Trade Contractors,115,"Special Trade Contractors, Not Elsewhere Classified",01/01/1985 12:00:00 AM,"SEATTLE, WA 98177-4101",2012,98177
48205,ASSOCIATED RECREATION COUNCIL,Corporation,BELLTOWN ADVISORY COUNCIL,713940,Fitness and Recreational Sports Centers,NULL,NULL,09/01/2012 12:00:00 AM,"SEATTLE, WA 98121-1803",2012,98121
48205,ASSOCIATED RECREATION COUNCIL,Corporation,INTERNATIONAL DISTRICT CHINATOWN ADVISORY COUNCIL,924120,Administration of Conservation Programs,NULL,NULL,01/01/2009 12:00:00 AM,"SEATTLE, WA 98104-3060",2012,98104
50503,CHOICES EDUCATION GROUP,Corporation,CHOICES EDUCATION GROUP,541990,"All Other Professional, Scientific, and Technical Services",975,"Services, Not Elsewhere Classified",04/26/1985 12:00:00 AM,"SEATTLE, WA 98109-2707",2012,98109
50944,CRAWFORD ET AL,Partnership,CRAWFORD NAUTICAL SCHOOL,611699,All Other Miscellaneous Schools and Instruction,946,"Schools and Educational Services, Not Elsewhere Classified",09/03/1985 12:00:00 AM,"SEATTLE, WA 98107-4503",2012,98107
51065,WITTMANN PATRICIA J,Sole Proprietor,WITTMANN PATRICIA J,541430,Graphic Design Services,855,Commercial Art and Graphic Design,08/08/1985 12:00:00 AM,"SEATTLE, WA 98177-4305",2012,98177
51066,VAN HORN MICHAEL E,Sole Proprietor,MICHAEL VAN HORN PHOTOGRAPHY,541921,"Photography Studios, Portrait",839,"Photographic Studios, Portrait",08/07/1985 12:00:00 AM,"SEATTLE, WA 98177-4305",2012,98177
51263,PHELAN JUDITH A,Sole Proprietor,PHELAN JUDITH A,541110,Offices of Lawyers,938,Legal Services,02/01/2011 12:00:00 AM,"SEATTLE, WA 98199-2753",2012,98199
51801,OKON ALICE,Sole Proprietor,KARLS,812112,Beauty Salons,840,Beauty Shops,09/02/1985 12:00:00 AM,"SEATTLE, WA 98118-6003",2012,98118
53293,KIRKPATRICK KATHRYN J,Sole Proprietor,KIRKPATRICK KATHRYN J,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),772,"Miscellaneous Retail Stores, Not Elsewhere Classified",02/15/1985 12:00:00 AM,"SEATTLE, WA 98106-2066",2012,98106
53760,THE COPY MACHINE INC,Corporation,THE COPY MACHINE INC,423420,Office Equipment Merchant Wholesalers,651,Office Equipment,01/01/1986 12:00:00 AM,"SEATTLE, WA 98134-1823",2012,98134
54664,WEST MARINE PRODUCTS INC,Corporation,WEST MARINE,451110,Sporting Goods Stores,NULL,NULL,09/04/2009 12:00:00 AM,"SEATTLE, WA 98109-3531",2012,98109
54968,THOMPSON DOUGLAS A,Sole Proprietor,EXECUTIVE BENEFITS CO THE,524210,Insurance Agencies and Brokerages,805,"Insurance Agents, Brokers, and Service",01/01/1986 12:00:00 AM,"SEATTLE, WA 98116-4419",2012,98116
55506,CHEF N CORP,Corporation,CHEF N CORP,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,708,"Nondurable Goods, Not Elsewhere Classified",05/01/1985 12:00:00 AM,"SEATTLE, WA 98101-1640",2012,98101
55828,FULGHUM ROBERT L,Sole Proprietor,FULGHUM GROUP ARTS,541990,"All Other Professional, Scientific, and Technical Services",975,"Services, Not Elsewhere Classified",01/01/1986 12:00:00 AM,"SEATTLE, WA 98109-3125",2012,98109
55911,STOKES LAWRENCE  PS,Corporation,STOKES LAWRENCE  PS,541110,Offices of Lawyers,938,Legal Services,01/01/1986 12:00:00 AM,"SEATTLE, WA 98101-2393",2012,98101
56090,WEINER KAYLA M,Sole Proprietor,KAYLA WEINER PHD,621399,Offices of All Other Miscellaneous Health Practitioners,925,"Offices and Clinics of Health Practitioners, Not Elsewhere Classified",03/01/1986 12:00:00 AM,"SEATTLE, WA 98101-3637",2012,98101
56118,BROOKS ROBIN M,Sole Proprietor,PSYCHOTHERAPIST,621399,Offices of All Other Miscellaneous Health Practitioners,925,"Offices and Clinics of Health Practitioners, Not Elsewhere Classified",01/01/2011 12:00:00 AM,"SEATTLE, WA 98103-8871",2012,98103
56996,ADAMSON RICHARD T,Sole Proprietor,RICHARD T ADAMSON MD,621111,Offices of Physicians (except Mental Health Specialists),919,Offices and Clinics of Doctors of Medicine,05/01/1986 12:00:00 AM,"SEATTLE, WA 98125-5715",2012,98125
57171,NORTHWEST CLINICAL NUTRITION CTR INC,Corporation,NORTHWEST CLINICAL NUTRITION CTR INC,812990,All Other Personal Services,845,"Miscellaneous Personal Services, Not Elsewhere Classified",08/28/1985 12:00:00 AM,"SEATTLE, WA 98125-4357",2012,98125
57323,ROBERT KANTER MD PS,Corporation,ROBERT KANTER MD PS,621111,Offices of Physicians (except Mental Health Specialists),919,Offices and Clinics of Doctors of Medicine,09/01/1985 12:00:00 AM,"SEATTLE, WA 98125-4357",2012,98125
