SEATTLE CHILDRENS HOSPITAL,Corporation,SEATTLE CHILDRENS RESEARCH INSTITUTE,622110,General Medical and Surgical Hospitals,10/01/2006 07:00:00 AM,"SEATTLE, WA 98101-1309",2011,98101
SEATTLE CHILDRENS HOSPITAL,Corporation,SEATTLE CHILDRENS WEST 8TH BUILDING,621511,Medical Laboratories,01/01/2011 08:00:00 AM,"SEATTLE, WA 98121-2615",2011,98121
JOHN F THRONE & CO,Corporation,INSURANCE MARKETING INC,524210,Insurance Agencies and Brokerages,10/01/1975 07:00:00 AM,"SEATTLE, WA 98101-2341",2011,98101
THE DILETTANTE INC,Corporation,DILETTANTE MOCHA CAFE,722213,Snack and Nonalcoholic Beverage Bars,11/15/2009 08:00:00 AM,"SEATTLE, WA 98101-3311",2011,98101
HANSEN PATRICIA L,Sole Proprietor,HANSEN DESIGN COMPANY,541430,Graphic Design Services,01/01/2011 08:00:00 AM,"SEATTLE, WA 98133-7408",2011,98133
BANNERWORKS INC,Corporation,KORYN ROLSTAD STUDIOS,812990,All Other Personal Services,09/01/1978 07:00:00 AM,"SEATTLE, WA 98121-1369",2011,98121
PIERRIS LOIS,Sole Proprietor,PHOTOMONDO,541921,"Photography Studios, Portrait",09/01/2011 07:00:00 AM,"SEATTLE, WA 98103-5351",2011,98103
LA FOLLETTE DESIGNS INC,Corporation,LA FOLLETTE DESIGNS INC,999999,Nonclassifiable Establishments,04/01/1980 08:00:00 AM,"SEATTLE, WA 98121-1824",2011,98121
ROLL KAREN M,Sole Proprietor,THE WATCHWORKS,811490,Other Personal and Household Goods Repair and Maintenance,04/20/1981 08:00:00 AM,"SEATTLE, WA 98101-1264",2011,98101
HASSON LAIBLE & CO PS,Corporation,HASSON LAIBLE & CO PS,541219,Other Accounting Services,01/01/1982 08:00:00 AM,"SEATTLE, WA 98102-3062",2011,98102
THE RECYCLING DEPOT INC,Corporation,THE RECYCLING DEPOT,423930,Recyclable Material Merchant Wholesalers,04/01/2011 07:00:00 AM,"SEATTLE, WA 98108-2612",2011,98108
UNIVERSITY OF WASHINGTON,Corporation/Nonprofit,CONSOLIDATED LAUNDRY ASSOCIATION,812331,Linen Supply,01/05/2011 08:00:00 AM,"SEATTLE, WA 98144-6002",2011,98144
UNIVERSITY OF WASHINGTON,Corporation/Nonprofit,EYES ON JAMES,446130,Optical Goods Stores,07/27/2009 07:00:00 AM,"SEATTLE, WA 98104-2433",2011,98104
UNIVERSITY OF WASHINGTON,Corporation/Nonprofit,WELLNESS GIFT SHOP I,453220,"Gift, Novelty, and Souvenir Stores",07/01/2009 07:00:00 AM,"SEATTLE, WA 98104-2420",2011,98104
RODRIGUEZ DAMON C,Sole Proprietor,CLEAR DAY CO,236115,New Single-Family Housing Construction (except Operative Builders),09/02/2010 07:00:00 AM,"SEATTLE, WA 98136-1833",2011,98136
VIPPERMAN CAROL F,Sole Proprietor,CAROL VIPPERMAN,541611,Administrative Management and General Management Consulting Services,08/01/2011 07:00:00 AM,"SEATTLE, WA 98109-3452",2011,98109
THE MARKET FOUNDATION,Corporation,PIKE PLACE MARKET FOUNDATION,813319,Other Social Advocacy Organizations,01/01/1983 08:00:00 AM,"SEATTLE, WA 98101-2166",2011,98101
LAURELHURST AFTER SCHOOL ENRICHMENT ROOMS,Corporation,SAND POINT LASER,624410,Child Day Care Services,09/07/2011 07:00:00 AM,"SEATTLE, WA 98115-7944",2011,98115
ASSOCIATED RECREATION COUNCIL,Corporation,INTERNATIONAL DISTRICT CHINATOWN ADVISORY COUNCIL,924120,Administration of Conservation Programs,01/01/2009 08:00:00 AM,"SEATTLE, WA 98104-3060",2011,98104
PHELAN JUDITH A,Sole Proprietor,PHELAN JUDITH A,541110,Offices of Lawyers,02/01/2011 08:00:00 AM,"SEATTLE, WA 98199-2753",2011,98199
WEST MARINE PRODUCTS INC,Corporation,WEST MARINE,451110,Sporting Goods Stores,09/04/2009 07:00:00 AM,"SEATTLE, WA 98109-3531",2011,98109
CHEF N CORP,Corporation,CHEF N CORP,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,05/01/1985 07:00:00 AM,"SEATTLE, WA 98101-1640",2011,98101
WONG WAYNE D,Sole Proprietor,TEKNA DESIGN GROUP,511210,Software Publishers,08/01/1986 07:00:00 AM,"SEATTLE, WA 98115-5418",2011,98115
ALEXANDER MICHAEL A,Sole Proprietor,JET CONSULTING INTERNATIONAL,541613,Marketing Consulting Services,12/08/2008 08:00:00 AM,"SEATTLE, WA 98107-2640",2011,98107
HANGER PROSTHETICS & ORTHOTICS WEST INC,Corporation,HANGER PROSTHETICS & ORTHOTICS WEST INC,339113,Surgical Appliance and Supplies Manufacturing,10/15/2006 07:00:00 AM,"SEATTLE, WA 98122-5371",2011,98122
COMPOSITE SYSTEMS TECHNOLOGY INC,Corporation,COMPOSITE SYSTEMS TECHNOLOGY,541330,Engineering Services,01/01/1986 08:00:00 AM,"SEATTLE, WA 98102-3847",2011,98102
STOCKER LAURA L,Sole Proprietor,LAURA STOCKER,541219,Other Accounting Services,04/01/2009 07:00:00 AM,"SEATTLE, WA 98107-2008",2011,98107
OLSON GORDON C,Sole Proprietor,OLES KEY & LOCK SVC,811490,Other Personal and Household Goods Repair and Maintenance,09/09/1974 07:00:00 AM,"SEATTLE, WA 98115-5108",2011,98115
FRANS CHOCOLATES LTD,Corporation,FRANS CHOCOLATES,311320,Chocolate and Confectionery Manufacturing from Cacao Beans,11/03/2008 08:00:00 AM,"SEATTLE, WA 98101-2002",2011,98101
SCOTT ELIZABETH A,Sole Proprietor,ELIZABETH SCOTT,812112,Beauty Salons,05/01/2011 07:00:00 AM,"SEATTLE, WA 98118-1759",2011,98118
STARBUCKS CORPORATION,Corporation,STARBUCKS COFFEE #3277,722213,Snack and Nonalcoholic Beverage Bars,01/24/2011 08:00:00 AM,"SEATTLE, WA 98118-1718",2011,98118
SHROYER STEVEN,Sole Proprietor,SEATTLE ASTROLOGY,812990,All Other Personal Services,09/13/2011 07:00:00 AM,"SEATTLE, WA 98117-3115",2011,98117
PROPEL BIOFUELS INC,Corporation,PROPEL BIOFUELS,454319,Other Fuel Dealers,06/24/2008 07:00:00 AM,"SEATTLE, WA 98109-4307",2011,98109
AIRGAS NORPAC INC,Corporation,AIRGAS NORPAC INC,325120,Industrial Gas Manufacturing,08/01/2004 07:00:00 AM,"SEATTLE, WA 98108-3553",2011,98108
APPELL LAURA J,Sole Proprietor,LAURA APPELL,812990,All Other Personal Services,09/19/2011 07:00:00 AM,"SEATTLE, WA 98115-5141",2011,98115
PERRY & SHANAHAN,Sole Proprietor,FORGET-ME-NOTS,453310,Used Merchandise Stores,08/28/1989 07:00:00 AM,"SEATTLE, WA 98109-5364",2011,98109
EVERGREEN CHILDRENS ASSN,Corporation/Nonprofit,KIDS CO AT JOHN MUIR,624410,Child Day Care Services,09/01/2011 07:00:00 AM,"SEATTLE, WA 98144-6917",2011,98144
EVERGREEN CHILDRENS ASSN,Corporation/Nonprofit,KIDS CO AT QUEEN ANNE,624410,Child Day Care Services,09/01/2011 07:00:00 AM,"SEATTLE, WA 98109-2128",2011,98109
STONE BRIAN J,Sole Proprietor,BRIAN STONE MANUFACTURERS REPRESENTATIVE,425120,Wholesale Trade Agents and Brokers,08/01/2011 07:00:00 AM,"SEATTLE, WA 98125-6314",2011,98125
WELLS MORAN JOLYN,Sole Proprietor,JOLYN WELLS MORAN PHD MSW COUNSELING,339914,Costume Jewelry and Novelty Manufacturing,07/01/2009 07:00:00 AM,"SEATTLE, WA 98101-1128",2011,98101
GROUP HEALTH OPTIONS INC,Corporation,GROUP HEALTH OPTIONS INC,524114,Direct Health and Medical Insurance Carriers,06/01/1990 07:00:00 AM,"SEATTLE, WA 98109-5233",2011,98109
HUYNH QUANG Q,Sole Proprietor,Q BAKERY,311811,Retail Bakeries,11/01/2009 07:00:00 AM,"SEATTLE, WA 98118-3116",2011,98118
POOLE JOHN A,Sole Proprietor,POOLE CONSULTING,541219,Other Accounting Services,05/03/2011 07:00:00 AM,"SEATTLE, WA 98106-1327",2011,98106
NORTHWEST AUTOMOTIVE INC,Corporation,NORTHWEST AUTOMOTIVE INC,811111,General Automotive Repair,01/01/2008 08:00:00 AM,"SEATTLE, WA 98112-2227",2011,98112
RANDALL JENNIFER A,Sole Proprietor,JENNIFER RANDALL & ASSOCS,812990,All Other Personal Services,03/16/2011 07:00:00 AM,"SEATTLE, WA 98122-3936",2011,98122
MEGAN MARY OLANDER LTD,Corporation,MEGAN MARY OLANDER LTD,453110,Florists,01/01/1991 08:00:00 AM,"SEATTLE, WA 98112-4041",2011,98112
NIMMO JESSICA B,Sole Proprietor,FLOREA FLORAL CREATIONS,453110,Florists,12/01/2008 08:00:00 AM,"SEATTLE, WA 98126-3453",2011,98126
LAWRENCE ALAN THOMAS DC PS,Corporation,CAPITOL HILL CHIROPRACTIC,621310,Offices of Chiropractors,05/15/1991 07:00:00 AM,"SEATTLE, WA 98102-5617",2011,98102
PARTIN MELINDA K,Sole Proprietor,MKP MARKETING SERVICES,541613,Marketing Consulting Services,02/01/2011 08:00:00 AM,"SEATTLE, WA 98122-7518",2011,98122
TD AMERITRADE INC,Corporation,TD AMERITRADE INC,523120,Securities Brokerage,05/03/2008 07:00:00 AM,"SEATTLE, WA 98101-4087",2011,98101
FOREMAN JOSHUA,Sole Proprietor,JOSHUA FOREMAN ATTY AT LAW,541110,Offices of Lawyers,02/15/1992 08:00:00 AM,"SEATTLE, WA 98115-2012",2011,98115
CONSEJO COUNSELING & REFERRAL,Corporation,LAS BRISAS DEL MAR,623220,Residential Mental Health and Substance Abuse Facilities,01/01/2011 08:00:00 AM,"SEATTLE, WA 98108-4574",2011,98108
NORMAN DAVID J,Sole Proprietor,NORMAN FIRM,541110,Offices of Lawyers,02/01/1992 08:00:00 AM,"SEATTLE, WA 98125-8127",2011,98125
EVERINGHAM SANDRA D,Sole Proprietor,SANDRA EVERINGHAM ART,711510,"Independent Artists, Writers, and Performers",05/01/2011 07:00:00 AM,"SEATTLE, WA 98108-2779",2011,98108
PHILANTHROPY NORTHWEST,Corporation,PHILANTHROPY NORTHWEST,713990,All Other Amusement and Recreation Industries,02/01/1992 08:00:00 AM,"SEATTLE, WA 98121-1494",2011,98121
TOTAL RECLAIM INC,Corporation,TOTAL RECLAIM,811412,Appliance Repair and Maintenance,01/01/2006 08:00:00 AM,"SEATTLE, WA 98108-6591",2011,98108
MADDUX MICHAEL S,Sole Proprietor,MICHAEL MADDUX DESIGN,541430,Graphic Design Services,10/07/2011 07:00:00 AM,"SEATTLE, WA 98168-1391",2011,98168
UW MEDICINE NORTHWEST,Corporation,DEEP BRAIN STIMULATION TRUST,561110,Office Administrative Services,01/01/2010 08:00:00 AM,"SEATTLE, WA 98133-8414",2011,98133
UW MEDICINE NORTHWEST,Corporation,DIAGNOSTIC IMAGING,622110,General Medical and Surgical Hospitals,06/01/2008 07:00:00 AM,"SEATTLE, WA 98105-5668",2011,98105
UW MEDICINE NORTHWEST,Corporation,LEE CLINIC TRUST,561110,Office Administrative Services,01/01/2010 08:00:00 AM,"SEATTLE, WA 98133-8417",2011,98133
UW MEDICINE NORTHWEST,Corporation,NEUROLOGY NORTHWEST TRUST,621111,Offices of Physicians (except Mental Health Specialists),09/01/2011 07:00:00 AM,"SEATTLE, WA 98133-8400",2011,98133
UW MEDICINE NORTHWEST,Corporation,NWHMC GASTROENTEROLOGY TRUST,621111,Offices of Physicians (except Mental Health Specialists),06/28/2011 07:00:00 AM,"SEATTLE, WA 98133-8401",2011,98133
UW MEDICINE NORTHWEST,Corporation,SAND POINT INTERNISTS,622110,General Medical and Surgical Hospitals,03/01/2008 08:00:00 AM,"SEATTLE, WA 98105-5668",2011,98105
UW MEDICINE NORTHWEST,Corporation,SEATTLE PACIFIC SURGEONS,621111,Offices of Physicians (except Mental Health Specialists),08/01/2010 07:00:00 AM,"SEATTLE, WA 98133-8414",2011,98133
UW MEDICINE NORTHWEST,Corporation,THE MIDWIVES CLINIC,621111,Offices of Physicians (except Mental Health Specialists),06/15/2011 07:00:00 AM,"SEATTLE, WA 98133-9484",2011,98133
HNTB CORP,Corporation,HNTB CORP,541330,Engineering Services,10/01/2008 07:00:00 AM,"SEATTLE, WA 98104-1512",2011,98104
BON APPETIT MANAGEMENT CO,Corporation,BON APPETIT @ AMAZON.COM,722211,Limited-Service Restaurants,03/01/2010 08:00:00 AM,"SEATTLE, WA 98109-5210",2011,98109
BON APPETIT MANAGEMENT CO,Corporation,BON APPETIT @ AMAZON.COM -VICTROLA,722211,Limited-Service Restaurants,07/01/2010 07:00:00 AM,"SEATTLE, WA 98109-5501",2011,98109
BON APPETIT MANAGEMENT CO,Corporation,BON APPETIT @ GATES FOUNDATION,722211,Limited-Service Restaurants,05/01/2011 07:00:00 AM,"SEATTLE, WA 98109-4636",2011,98109
BON APPETIT MANAGEMENT CO,Corporation,BON APPETIT @ RUSSELL INVESTMENTS 23154,722211,Limited-Service Restaurants,10/16/2010 07:00:00 AM,"SEATTLE, WA 98101-2005",2011,98101
BON APPETIT MANAGEMENT CO,Corporation,BON APPETIT @ THE WAREHOUSE CAFE,722211,Limited-Service Restaurants,04/11/2011 07:00:00 AM,"SEATTLE, WA 98109-5306",2011,98109
BON APPETIT MANAGEMENT CO,Corporation,BON APPETIT @ ZOKA,722211,Limited-Service Restaurants,04/04/2011 07:00:00 AM,"SEATTLE, WA 98109-5306",2011,98109
NCR CORP,Corporation,NCR CORP,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,07/01/2010 07:00:00 AM,"SEATTLE, WA 98115-3606",2011,98115
NCR CORP,Corporation,NCR CORP,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,07/01/2010 07:00:00 AM,"SEATTLE, WA 98133-9329",2011,98133
PEACEWORKS CENTER FOR THE DANCES,Corporation,PEACEWORKS INTERNATIONAL CENTER,511120,Periodical Publishers,01/01/1994 08:00:00 AM,"SEATTLE, WA 98155-6904",2011,98155
ZOFFEL ROBERT M,Sole Proprietor,ROBERT M ZOFFEL ATTORNEY AT LAW,541110,Offices of Lawyers,01/01/1994 08:00:00 AM,"SEATTLE, WA 98104-2817",2011,98104
EYE ASSOCIATES NORTHWEST PC,Corporation,EYE ASSOCIATES NORTHWEST PC,621111,Offices of Physicians (except Mental Health Specialists),12/01/2007 08:00:00 AM,"SEATTLE, WA 98104-1357",2011,98104
SCHWABE WILLIAMSON WYATT PC,Corporation,SCHWABE WILLIAMSON WYATT PC,541110,Offices of Lawyers,01/01/1994 08:00:00 AM,"SEATTLE, WA 98101-4010",2011,98101
STANLEY STEEMER INTL INC,Corporation,STANLEY STEEMER,561740,Carpet and Upholstery Cleaning Services,12/01/2008 08:00:00 AM,"SEATTLE, WA 98133-7630",2011,98133
OSHIRO MARC,Sole Proprietor,MARC OSHIRO DESIGN,541430,Graphic Design Services,03/23/2009 07:00:00 AM,"SEATTLE, WA 98108-2755",2011,98108
BAF CAB INC,Corporation,KERA MART CAFE & DELI,445110,Supermarkets and Other Grocery (except Convenience) Stores,06/10/2011 07:00:00 AM,"SEATTLE, WA 98178-3963",2011,98178
WASHINGTON ASIAN PACIFIC ISLANDER,Corporation,WAPI COMMUNITY SERVICES,624190,Other Individual and Family Services,08/01/2010 07:00:00 AM,"SEATTLE, WA 98118-1920",2011,98118
WESTERHOLD DANIEL R,Sole Proprietor,WESTERHOLD PHYSICAL THERAPY & PILATES,812990,All Other Personal Services,06/01/2010 07:00:00 AM,"SEATTLE, WA 98104-1068",2011,98104
LES SCHWAB TIRE CENTERS OF WA,Corporation,LES SCHWAB TIRE CENTER #425,441320,Tire Dealers,10/18/2011 07:00:00 AM,"SEATTLE, WA 98126-2736",2011,98126
EAST HO CO INC,Corporation,EAST HO CO INC,448310,Jewelry Stores,01/01/1995 08:00:00 AM,"SEATTLE, WA 98103-7913",2011,98103
OBERG RUSSELL C,Sole Proprietor,R C OBERG & ASSOC,524210,Insurance Agencies and Brokerages,01/01/1995 08:00:00 AM,"SEATTLE, WA 98107-4155",2011,98107
THC SEATTLE INC,Corporation,KINDRED HOSPITAL SEATTLE FIRST HILL,622110,General Medical and Surgical Hospitals,01/11/2011 08:00:00 AM,"SEATTLE, WA 98101-2747",2011,98101
HURSH ROBERT D,Sole Proprietor,WHALE BONE PRODUCTIONS,541519,Other Computer Related Services,06/14/1995 07:00:00 AM,"SEATTLE, WA 98107-2969",2011,98107
LAWRENCE THOMAS V,Sole Proprietor,LAWRENCE ARCHITECTURE,541310,Architectural Services,06/01/1995 07:00:00 AM,"SEATTLE, WA 98119-4233",2011,98119
SEATTLE STAINED GLASS INC,Corporation,LUNDGREN MONUMENTS,327215,Glass Product Manufacturing Made of Purchased Glass,07/01/2008 07:00:00 AM,"SEATTLE, WA 98104-1325",2011,98104
SEATTLE STAINED GLASS INC,Corporation,SEATTLE STAINED GLASS INC,327215,Glass Product Manufacturing Made of Purchased Glass,01/01/2008 08:00:00 AM,"SEATTLE, WA 98105-6130",2011,98105
PAN PACIFIC SALES INC,Corporation,PRESTIGE COPY N PRINT,561439,Other Business Service Centers (including Copy Shops),11/01/2009 07:00:00 AM,"SEATTLE, WA 98101-1611",2011,98101
ECOLIGHTS NORTHWEST,Other,ECOLIGHTS NORTHWEST,541990,"All Other Professional, Scientific, and Technical Services",08/01/1995 07:00:00 AM,"SEATTLE, WA 98108-6591",2011,98108
GENERAL NUTRITION CORP,Corporation,GENERAL NUTRITION CTR #1819,446191,Food (Health) Supplement Stores,05/24/2010 07:00:00 AM,"SEATTLE, WA 98105-4183",2011,98105
TRAN BA THI,Sole Proprietor,ZIA HAIR SALON,812112,Beauty Salons,01/01/2011 08:00:00 AM,"SEATTLE, WA 98103-8013",2011,98103
ZHEN LI INC,Corporation,JADE RESTAURANT & LOUNGE,722211,Limited-Service Restaurants,01/01/1996 08:00:00 AM,"SEATTLE, WA 98103-3920",2011,98103
DAVIS LISETTE M,Sole Proprietor,BLUE CURLY Q,812112,Beauty Salons,07/06/2011 07:00:00 AM,"SEATTLE, WA 98117-5030",2011,98117
SEATTLE INSTITUTE FOR BIOMEDICAL & CLINICAL RSCH,Corporation,SEATTLE INSTITUTE FOR BIOMEDICAL AND CLINICAL RSCH,541712,"Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)",12/15/2010 08:00:00 AM,"SEATTLE, WA 98101-1857",2011,98101
UW PHYSICIANS NETWORK,Corporation,UW NEIGHBORHOOD CLINIC - RAVENNA,621111,Offices of Physicians (except Mental Health Specialists),10/01/2011 07:00:00 AM,"SEATTLE, WA 98105-5668",2011,98105
UW PHYSICIANS NETWORK,Corporation,UW PHYSICIANS NETWORK,621399,Offices of All Other Miscellaneous Health Practitioners,04/02/1996 08:00:00 AM,"SEATTLE, WA 98105-1016",2011,98105
DENIO AMY E,Sole Proprietor,SPOOT MUSIC,512110,Motion Picture and Video Production,01/01/1996 08:00:00 AM,"SEATTLE, WA 98136-1401",2011,98136
PACIFIC COAST CONTAINER NW INC,Corporation,PACIFIC COAST CONTAINER NW,493110,General Warehousing and Storage,06/11/2010 07:00:00 AM,"SEATTLE, WA 98134-1112",2011,98134
WASHINGTON LAW SCHOOL FOUNDATION,Corporation,WASHINGTON LAW SCHOOL FOUNDATION,541618,Other Management Consulting Services,01/01/1996 08:00:00 AM,"SEATTLE, WA 98195-3020",2011,98195
CONCRETE RESTORATION INC,Corporation,CONCRETE RESTORATION INC,238110,Poured Concrete Foundation and Structure Contractors,08/14/1992 07:00:00 AM,"SEATTLE, WA 98108-4911",2011,98108
TROMBINI BRIAN R,Sole Proprietor,DESIGNER COIFFURES,812111,Barber Shops,04/15/2008 07:00:00 AM,"SEATTLE, WA 98102-5592",2011,98102
SOHA & LANG PS,Corporation,SOHA & LANG PS,541110,Offices of Lawyers,01/01/1997 08:00:00 AM,"SEATTLE, WA 98101-2570",2011,98101
MONTLAKE ROWING CLUB,Corporation,MONTLAKE ROWING CLUB,713990,All Other Amusement and Recreation Industries,01/01/1997 08:00:00 AM,"SEATTLE, WA 98102-3832",2011,98102
INTRACORP REAL ESTATE LLC,LLC*Limited Liability Co,INTRACORP REAL ESTATE LLC,531210,Offices of Real Estate Agents and Brokers,06/01/1995 07:00:00 AM,"SEATTLE, WA 98104-2886",2011,98104
MOORE SUSAN K,Sole Proprietor,SUSAN MOORE L AC,812990,All Other Personal Services,04/25/1997 07:00:00 AM,"SEATTLE, WA 98103-8801",2011,98103
URBAN PRESS INC,Corporation,URBAN PRESS INC,323119,Other Commercial Printing,01/01/1997 08:00:00 AM,"SEATTLE, WA 98108-2228",2011,98108
WASHINGTON ASSOCIATION OF LEGAL INVESTIGATORS,Corporation,WALI,541110,Offices of Lawyers,05/13/1997 07:00:00 AM,"SEATTLE, WA 98107-2664",2011,98107
OLESEN NIELS S,Sole Proprietor,SHAWN OLESEN PHOTOGRAPHY,541921,"Photography Studios, Portrait",08/01/2010 07:00:00 AM,"SEATTLE, WA 98125-5732",2011,98125
ALL WAYS PAINTING INC,Corporation,ALL-WAYS PAINTING,238320,Painting and Wall Covering Contractors,04/01/1997 08:00:00 AM,"SEATTLE, WA 98115-6732",2011,98115
DABOIZE TOYS WINDOW BOOKS BRAINSTORM,Partnership,REPURPOSED PLANET/WINDOW BOOKS,454390,Other Direct Selling Establishments,11/01/1997 08:00:00 AM,"SEATTLE, WA 98122-4516",2011,98122
SANDICO JENNIFER A,Sole Proprietor,SALON AHDA,812112,Beauty Salons,01/01/2011 08:00:00 AM,"SEATTLE, WA 98133-6872",2011,98133
PORTAGE BAY FOODS LLC,LLC*Limited Liability Co,ORGANIC TABLE THE,722320,Caterers,04/29/2009 07:00:00 AM,"SEATTLE, WA 98109-5222",2011,98109
PORTAGE BAY FOODS LLC,LLC*Limited Liability Co,PORTAGE BAY CAFE IN BALLARD,722110,Full-Service Restaurants,07/09/2009 07:00:00 AM,"SEATTLE, WA 98107-5815",2011,98107
PORTAGE BAY FOODS LLC,LLC*Limited Liability Co,PORTAGE BAY CAFE SOUTH LAKE UNION,722110,Full-Service Restaurants,06/01/2008 07:00:00 AM,"SEATTLE, WA 98109-5222",2011,98109
BUEHLER PAMELA K,Sole Proprietor,PROPERTY CARE,561720,Janitorial Services,02/14/2005 08:00:00 AM,"SEATTLE, WA 98122-2208",2011,98122
DILLON NINA M,Sole Proprietor,LAW OFFICE OF NINA DILLON,541110,Offices of Lawyers,01/01/2006 08:00:00 AM,"SEATTLE, WA 98102-5410",2011,98102
HUNT TERENCE S,Sole Proprietor,TERRY HUNT LMP,812990,All Other Personal Services,01/01/1998 08:00:00 AM,"SEATTLE, WA 98102-3399",2011,98102
SPORE INC,Corporation,SPORE,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,01/01/2011 08:00:00 AM,"SEATTLE, WA 98126-2831",2011,98126
WILD SALMON SEAFOOD CO,Corporation,HIGHLINER PUB & GRILL AT FISHERMENS TERMINAL,722410,Drinking Places (Alcoholic Beverages),07/31/2011 07:00:00 AM,"SEATTLE, WA 98119-1659",2011,98119
JENSEN KAREN E,Sole Proprietor,FLORABUNDANT GARDEN DESIGN/LUSH LIFE LANDSCAPING,541320,Landscape Architectural Services,03/01/1998 08:00:00 AM,"SEATTLE, WA 98118-5626",2011,98118
HEALTH FIRST CHIROPRACTIC INC PS,Corporation,HEALTH FIRST CHIROPRACTIC,812990,All Other Personal Services,10/10/2011 07:00:00 AM,"SEATTLE, WA 98112-4687",2011,98112
ALL PORTS TRADING CO LLC,LLC*Limited Liability Co,ALL PORTS TRADING CO LLC,484110,"General Freight Trucking, Local",05/01/2010 07:00:00 AM,"SEATTLE, WA 98116-3569",2011,98116
CHAMAN ENTERPRISES INC,Corporation,CHILITOS MEXICAN RESTAURANT,722110,Full-Service Restaurants,10/01/2011 07:00:00 AM,"SEATTLE, WA 98115-6627",2011,98115
DYNACARE NORTHWEST INC,Corporation,DYNACARE NORTHWEST INC,621511,Medical Laboratories,07/16/2002 07:00:00 AM,"SEATTLE, WA 98122-4379",2011,98122
MANNELL JULIE A,Sole Proprietor,ATRIUM PHOTOGRAPHY,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),02/28/2011 08:00:00 AM,"SEATTLE, WA 98104-2755",2011,98104
MCLEAN GEORGE W JR,Sole Proprietor,LAW OFFICE OF GEORGE W MCLEAN JR,812990,All Other Personal Services,09/15/2011 07:00:00 AM,"SEATTLE, WA 98102-3084",2011,98102
LABORATORY CORPORATION OF AMERICA,Corporation,LABCORP,621999,All Other Miscellaneous Ambulatory Health Care Services,08/10/2010 07:00:00 AM,"SEATTLE, WA 98115-2042",2011,98115
APPROACH MANAGEMENT SVCS,Corporation,APPROACH MANAGEMENT SVCS,541618,Other Management Consulting Services,01/01/1997 08:00:00 AM,"SEATTLE, WA 98144-2112",2011,98144
